VKGroup_1;VkGroup_2;Quantity
40202469;25421850;28
32194285;30559917;22
34378493;39009769;23
22822305;22884714;33
32943546;65652356;34
40202469;29246653;29
4325149;34483558;21
31480508;32015300;38
25205856;25232578;156
32943546;83013121;21
37119411;9471321;20
63731512;73581821;21
22942343;34274053;37
78019879;92248679;40
32194285;42541008;38
40202469;79459310;36
12648877;29534144;25
15755094;34116496;58
26555975;63731512;87
24713873;26970810;22
78019879;54295855;413
25205856;34010064;28
25205856;122765959;22
24098496;46521427;22
65464437;50409684;34
31076033;31976785;30
29302425;31786047;32
37119411;62285932;33
31480508;30602036;24
26307864;49840023;21
26356004;72197431;20
1711;113071474;20
34215577;39009769;37
38489;120075170;35
37119411;78423275;79
1672730;25232578;28
37008294;37119411;97
47696395;88954528;27
25153764;68995594;23
25205856;38415798;100
28950133;45770903;23
48149358;63731512;48
31480508;67490365;30
32194285;41813928;40
36166073;25117353;33
25189523;27932995;28
30525261;41538339;31
30210603;14753367;23
31076033;34215577;21
40202469;103027469;22
25205856;41883468;22
24098496;42968101;37
1177;25153764;45
25205856;23684028;132
26419239;37119411;24
15755094;25205856;57
78019879;30666517;36
78019879;36050998;29
32943546;39236499;25
24565142;34168005;20
28950133;31076033;31
28905875;68995594;23
41437811;27211409;22
29302425;46725206;22
15548215;78423275;39
22798006;59570143;23
22798006;24199209;21
78019879;39830937;21
45938293;63731512;24
29302425;27725748;78
78019879;176471180;36
41437811;184860963;20
29559271;35059398;23
108468;1672730;30
22822305;32041317;25
22822305;36147615;34
24098496;29690457;70
57846937;29832607;35
1711;42496831;26
25117353;35113021;24
29559271;48940689;46
40427933;36775802;31
33080201;38683579;28
25752703;29534144;21
30210603;73944353;23
51345945;29559271;29
40886007;36507793;24
30159897;37119411;20
29302425;35143550;25
44759043;39321576;21
25117353;31935454;25
24089576;26970810;21
78019879;60871985;27
20629724;34737049;31
1711;11982368;40
32041317;87389803;21
26112272;32342123;28
31480508;932;20
78019879;30525261;25
31480508;36047336;28
78019879;32342123;40
22798006;46252034;24
36507793;37752959;20
38233726;41890491;25
40427933;65960786;28
34116496;35595350;30
23213239;29518065;20
29573241;27895931;23
78019879;52257710;33
40498005;33080201;24
26610299;38683579;32
50409684;114271609;20
73476;30210603;22
32041317;72495085;35
4325149;95543604;20
34483558;36775085;34
63731512;106403873;32
40167434;32041317;36
30748170;111086033;26
25205856;40018862;37
78019879;157138145;26
25153764;26127512;34
69589815;38683579;21
60397113;64987855;23
25205856;50334704;20
25421850;34483558;43
28477986;41437811;22
24713873;37008294;24
65960786;33621085;25
27895931;35113021;22
25421850;32131490;21
28261334;37008294;28
29559271;30698831;24
32943546;50348171;25
30525261;4325149;22
31969346;76982440;24
33393308;69843850;21
25205856;32708863;20
36507793;41813774;21
33080201;25117353;23
31976785;42763042;20
31976785;32804027;20
25153764;25205856;36
30210603;74880417;31
33393308;41171744;25
41041067;44759043;22
27121021;27725748;27
23626127;37119411;73
23553134;78423275;31
15755094;54295855;27
4325149;37008294;46
29725517;41680212;25
24098496;35285306;46
59208488;66036248;46
27725748;29905631;27
108468;52537634;22
30602036;50409684;20
69275738;78019879;25
29690457;36147615;43
25205856;62285932;100
29534144;38664418;44
15755094;28556858;23
25557243;30602036;21
25117353;25276999;26
32194285;46252034;26
27098092;34274053;30
31976785;23553134;47
47591566;64964821;23
17568841;36507793;25
25205856;26610299;37
40167434;41053835;42
25679656;41053835;22
40202469;25679656;28
26555975;32509740;24
29534144;103027469;20
39321576;38834885;22
25117353;36868476;20
30022666;33291029;27
31516466;34274053;21
40427933;125004421;26
28950133;33393308;26
40202469;48295798;22
40427933;58637519;25
25336774;68995594;26
15755094;79863581;21
25346844;36147615;41
27797026;38462835;32
1711;41814056;32
26112272;78423275;20
34215577;108468;21
39444069;24098496;22
30559917;63731512;34
36147615;41887171;29
41525215;37119411;25
54295855;38664418;82
25421850;35850939;22
49866476;53066484;35
25232578;24864761;20
38489;28587219;32
37119411;25205856;59
32194285;48210134;26
78019879;29534144;127
17568841;25205856;39
4325149;9325174;26
34215577;30525261;20
31976785;25232578;29
33393308;39236499;23
30559917;38834885;25
34580489;90730773;26
37948240;46252034;26
25205856;33685562;24
28950133;27121021;23
36147615;38834885;29
58737741;31076033;21
25189523;32194285;49
34215577;26970810;25
28261334;57354358;23
26555975;37871506;61
37119411;159882;22
33769500;35113021;25
78019879;46252034;43
23148107;36775802;26
33769500;52537634;25
31976785;262340;20
29302425;38379853;34
17568841;38415798;24
17568841;32943546;28
25758;63731512;24
1672730;24098496;32
15755094;31480508;40
78019879;88350989;20
40202469;39343227;28
23408338;38664418;21
16108331;54530371;26
1711;78423275;20
31976785;27797026;28
30210603;60397113;67
29302425;31920990;45
63731512;74058720;22
78019879;47597391;72
40202469;14897324;21
60397113;120075170;22
30022666;30525261;50
51254145;55155418;20
24098496;41890491;40
31480508;35349905;28
1177;23475118;26
60114472;25232578;20
73965718;60098643;25
26555975;74404187;31
25346844;29690457;26
37119411;44781847;22
26112272;31319658;26
24098496;23611958;39
25557243;38818986;36
34116496;78423275;27
26750264;31480508;40
29559271;20629724;32
78019879;9892340;35
15755094;24089576;21
28627911;29518065;44
65464437;89939946;45
35486626;36147615;21
31636785;37008294;22
31480508;45613675;28
37119411;55554881;24
22798006;34298047;22
28905875;36775802;29
87153802;25336774;20
32943546;80512191;29
29302425;25336774;38
25205856;42307767;29
19542789;34274053;35
78019879;112292509;21
23553134;76982440;28
460389;53782768;26
15755094;23553134;45
42092461;46117626;31
11982368;24396213;24
40167434;54295855;21
33769500;25232578;31
26307864;26750264;27
23482909;31935454;28
24713873;26750264;37
62285932;66036248;26
24565142;27725748;25
38489;39009769;31
54530371;78019879;25
40202469;34889014;29
29302425;49388164;27
37119411;41827660;43
26555975;76982440;45
30559917;31963425;22
25232578;65652356;38
32342123;76982440;21
107497838;24098496;23
12648877;45938293;20
25205856;26308255;24
34215577;53845179;37
24098496;5880263;31
23626127;25205856;23
26555975;26112272;40
28950133;39236729;23
9073074;37119411;20
33393308;31319658;23
29534144;54530371;64
932;47630162;72
17655824;23213239;25
24098496;40886007;63
41437811;27725748;27
26217154;45613675;20
34274053;41041067;28
31976785;37008294;37
68995594;23553134;28
346191;37119411;50
29832607;34215577;36
24098496;35595350;75
25117353;27932995;26
26555975;26127512;27
34483558;37684434;20
27725748;34274053;57
25117353;59570143;26
26750264;30559917;23
24086381;128692347;21
29686754;41538339;32
63731512;31935454;53
8814453;36507793;26
25205856;26776509;29
29559271;25346844;26
29686754;31545597;23
48319873;25117353;22
78019879;118516337;22
38744784;63731512;20
28950133;42541008;32
1711;59570143;32
49388164;65652356;21
23213239;32943546;25
38489;1743189;48
78019879;57936260;35
11283947;50348171;26
25117353;35143550;26
35068738;38415798;31
30559917;35143550;24
24421364;4325149;23
35059398;37119411;25
36959676;48868052;23
23213239;42968101;32
25205856;41041067;29
29302425;54295855;20
25205856;56133728;28
65464437;40575907;20
26307864;26127512;22
24098496;43503600;30
26858816;30525261;22
31976785;39009769;22
41437811;51189706;34
36184135;38415798;31
40202469;35486195;33
25205856;27917858;20
25421850;42811897;28
45064245;37119411;21
27797026;41538339;26
38233726;4325149;21
49962921;94791640;31
55310751;65652356;47
24098496;3551694;29
50409684;76992071;34
25205856;27919462;21
41437811;22798006;21
78019879;29833734;21
27725748;29302425;45
29534144;51812607;20
22741084;15755094;24
24098496;42496831;47
29534144;32342123;38
29302425;3551694;22
24098496;30145618;22
31480508;31547740;26
15755094;33538623;23
35113021;42541008;20
78019879;128033123;20
32194285;36047336;25
29534144;32169030;23
90730773;39321576;20
36147615;54530371;23
12382740;57846937;30
28950133;38379853;28
25153764;33338722;28
26555975;27179774;23
1672730;36507793;39
25189523;31545597;22
38489;53006456;22
30022666;67490365;28
15548215;24864761;21
38489;35349905;26
32268250;37119411;21
25205856;35285306;28
26307864;25421850;33
78019879;95543604;96
33538623;76982440;23
4325149;29559271;36
24565142;26750264;30
31976785;40167434;37
36507793;78004698;24
29534144;23304496;24
12248221;23315499;21
38683579;39966877;37
36166073;31041444;26
74404187;55155418;22
4325149;25752703;20
28866484;63731512;21
26750264;41813928;32
20225241;26112272;20
24098496;37911280;20
24098496;47218327;21
25117353;31969346;25
32131490;38683579;30
15548215;25570041;24
42968101;58737741;26
34274053;52537634;33
31976785;24086381;26
36166073;27725748;41
63731512;25336774;39
211437014;30022666;23
78019879;41041067;20
29439161;37119411;20
47256091;91933860;20
25679656;36775085;20
38489;29725517;48
29534144;37160097;32
1177;44759043;29
25205856;37684434;23
34215577;29518065;24
24713873;26127512;25
26307864;27532326;20
14899079;17655824;20
26307864;30022666;48
30602036;46252034;20
50348171;95543604;23
37008294;4325149;22
23316757;30865126;20
8814453;49866476;52
54530371;101965347;24
25117353;25679656;25
65960786;27797026;25
25205856;159882;28
25205856;42501618;128
26970810;36147615;25
40202469;56172098;34
56106344;34274053;36
23213239;24098496;69
36166073;25817269;30
29559271;38415798;55
29559271;29689780;22
22798006;35238813;22
29534144;34355441;21
29559271;27211409;23
53845179;70493648;20
34215577;25752703;22
29302425;64628087;20
24098496;49439086;33
41437811;48540538;30
28950133;29518065;23
30210603;30367014;21
120254617;150550417;22
55310751;58425455;28
24421364;35486626;21
32943546;45432439;22
5669254;58060828;23
63731512;40886007;26
26750264;39321576;24
63731512;35595350;27
53845179;65652356;23
23213239;38683579;49
38683579;37119411;84
29302425;87153802;21
34274053;37008294;56
27932995;35294456;24
24098496;41538339;44
24565142;50348171;22
31935454;43010524;35
23213239;27121021;20
24089576;29518065;31
25205856;154663524;20
78019879;113070711;26
60397113;63731512;37
1980;35486626;33
786;26750264;22
29534144;52136985;20
33769500;41525215;20
32194285;47679753;37
27211409;42107833;24
50409684;27895931;20
29302425;43215063;39
29534144;54295855;65
56106344;27315475;21
25205856;31162722;25
11283947;31319658;27
79138567;80512191;22
58737741;106084026;23
29534144;25451458;20
38683579;45613675;28
25346844;47131705;23
16466790;80512191;26
33769500;27725748;30
31545597;36147615;29
25346844;45613675;20
20225241;63731512;39
25205856;46172262;47
36184135;41053835;65
25205856;51016572;47
24098496;26750264;101
78019879;57844051;22
25205856;20845272;73
35294456;74404187;29
26307864;29302425;67
32376169;37119411;32
932;46172262;20
29302425;26270763;23
27211409;41818823;23
932;15755094;22
29518065;44759043;22
40202469;28122932;34
26750264;29246653;32
27211409;32194285;23
15755094;24199209;31
44759043;54295855;24
26307864;35850939;21
17655824;32194285;53
19542789;34483558;30
29690457;34168005;22
26555975;36147615;52
34168005;63731512;36
23170931;34168005;29
5486;23408338;28
31976785;24565142;32
41437811;41890491;20
24098496;29049670;20
40427933;24098496;55
78019879;69275738;33
40202469;28771923;21
25153764;63731512;86
31976785;46252034;65
30022666;23530818;24
28261334;1672730;20
1177;22741084;23
25117353;25557243;22
32041317;40167434;20
36166073;41890491;20
24089576;39321576;24
51254145;68171501;20
25205856;40167434;90
69589815;36507793;21
27179774;63731512;22
40427933;30525261;25
31805219;35059398;34
78019879;53895352;22
2158488;4325149;21
29534144;29823745;23
40167434;4325149;43
15755094;26750264;48
24098496;32939817;25
29302425;29690457;50
17655824;26217154;25
30210603;53369321;31
29534144;25813425;21
36147615;38379853;28
27797026;40567146;20
50409684;106084026;25
25205856;29686754;29
31920990;78019879;22
25421850;29905631;22
41053835;78423275;22
1388;22798006;26
40202469;33338722;35
16466790;32194285;20
28556858;28950133;25
33393308;20629724;46
29534144;26217154;28
35294456;68995594;27
30022666;44759043;42
34215577;36184135;44
29348258;36184135;23
29534144;42800749;25
27797026;48618580;20
37119411;42800749;22
50409684;35068738;22
34215577;91050183;29
44781847;63731512;29
15755094;27121021;30
29302425;41589556;22
34483558;27797026;21
19542789;31976785;31
65464437;25217605;37
73476;32169959;22
25205856;25533848;56
57354358;60095373;24
78019879;25758;21
34215577;79138567;22
37948240;63731512;24
49962921;59592700;25
28627911;38415798;25
31935454;37008294;23
31976785;20845272;35
40202469;67718908;28
23213239;38834885;25
31920990;40886007;24
23626127;30559917;24
30525261;30022666;29
29534144;55955185;30
78019879;66036248;40
24098496;95543604;25
25817269;28556858;27
74404187;79138567;36
27532326;28950133;20
26127512;41041067;21
28950133;34215577;37
42501618;76982440;20
1711;27532326;22
25117353;76982440;27
25117353;30315369;27
40202469;27121021;21
25336774;25533848;21
78019879;35207911;20
38683579;34483558;26
31480508;41890491;21
26307864;68995594;20
73476;27797026;27
37119411;28261334;29
28627911;44759043;23
28905875;53845179;24
26555975;32127188;26
65464437;9471321;24
29534144;35595350;92
78019879;60161013;27
30022666;49694199;20
24098496;40836944;20
60397113;48587079;24
460389;36775085;21
40427933;87389803;23
29302425;36507793;46
32439535;38683579;26
25205856;99954096;40
1672730;41437811;26
24098496;41827660;36
35349905;35486626;76
24098496;35143550;25
26750264;41053835;32
30022666;65652356;31
40167434;30022666;40
23164653;27725748;20
29559271;32708863;36
30210603;95165038;21
63731512;68171501;35
24098496;41109472;26
25205856;54799175;22
29534144;46252034;38
24089576;29690457;21
35294456;91050183;28
37948240;65652356;23
40202469;23626127;22
24565142;31976785;24
29559271;46252034;82
36166073;48940689;20
31480508;53895352;31
23213239;25336774;24
25346844;34199707;29
31480508;36775085;49
37119411;70493648;30
4100014;34116496;30
23170931;29690457;25
29686754;34598021;21
47679753;24098496;26
34215577;32041317;32
32804027;37119411;25
15755094;65652356;27
22798006;38415798;41
35486626;38683579;25
36775085;41818823;33
30748170;47591566;22
3551694;42541008;23
30022666;43215063;21
32015300;34168005;20
11982368;29559271;55
25205856;25266684;27
28950133;30210603;31
34215577;42072344;21
125004421;25232578;23
23482909;70034991;21
38683579;41041067;40
29534144;78423275;93
23684028;36775085;20
1711;35349905;26
25205856;125004421;76
25557243;65652356;26
31480508;39500620;40
25205856;68047195;31
78019879;214524833;22
25232578;33393308;84
29686754;41041067;22
24098496;23170931;22
29534144;41883468;21
31935454;33415527;23
55155418;80512191;23
38379853;39321576;29
22741084;27725748;24
24098496;34685858;22
28981879;36184135;21
60114472;16466790;21
34168005;44759043;32
27797026;34580489;34
30525261;41053835;27
5880263;31963425;22
11982368;25346844;36
40427933;20845272;38
20629724;111557607;24
40427933;45745333;23
29246653;41053835;33
29559271;23626127;23
9892340;63731512;22
26555975;80799548;81
29559271;32376169;24
24098496;32375815;47
22798006;28122932;20
78019879;27315475;21
36147615;78423275;26
73476;3551694;20
1711;15755094;60
34215577;52833601;21
33393308;34171146;22
23553134;25153764;28
29559271;35595350;29
25205856;91989663;20
932;129056835;54
29559271;34298047;26
24565142;27531145;22
31480508;25817269;21
29534144;54384231;30
31920990;34274053;41
30022666;35154753;21
40202469;100206793;24
15755094;76982440;49
37119411;92337511;21
36184135;38233726;25
50409684;52537634;29
22798006;22942343;25
11982368;95543604;32
34483558;35486626;22
36166073;37684434;24
25205856;29348258;38
33769500;34168005;41
30210603;44759043;23
45745333;29534144;25
36184135;38363244;23
41437811;30666517;22
17568841;25232578;25
37119411;6507719;22
26858816;20845272;21
